DISTRICT,DATE,POLLULLANT,TYPE,URBAN_AREA,RATIO,ID,Status,MEAN
EIXAMPLE,2022-04-29,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Extremely harmfull,200.04166666666666
LES CORTS,2022-04-29,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.9583333333333333
NOU BARRIS - SANT ANDREU,2022-04-29,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,38.972171453125
GRÀCIA,2022-04-29,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,38.666666666666664
HORTA - GUINARDÓ,2022-04-29,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.541666666666664
SANTS - MONTJUÏC,2022-04-29,NO2,background,urban,GREEN_AREA_Q2,High,Unfavorable,52.708333333333336
HORTA - GUINARDÓ,2022-04-29,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.2916666666666667
SANTS - MONTJUÏC,2022-04-29,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,78.91666666666667
LES CORTS,2022-04-29,CO,background,urban,GREEN_AREA_Q2,Low,Good,212.5
CIUTAT VELLA,2022-04-29,NO2,background,urban,GREEN_AREA_Q3,Low,Unfavorable,56.55357934733333
GRÀCIA,2022-04-29,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,66.66666666666667
HORTA - GUINARDÓ,2022-04-29,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,237.5
GRÀCIA,2022-04-29,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,316.6666666666667
LES CORTS,2022-04-29,PM10,background,urban,GREEN_AREA_Q2,Low,Good,17.916666666666668
EIXAMPLE,2022-04-29,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,79.16666666666667
SARRIÀ - SANT GERVASI,2022-04-29,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,20.125
HORTA - GUINARDÓ,2022-04-29,O3,background,urban,GREEN_AREA_Q1,Moderate,Regular,70.83333333333333
EIXAMPLE,2022-04-29,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,345.8333333333333
HORTA - GUINARDÓ,2022-04-29,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,18.916666666666668
SANT MARTÍ,2022-04-29,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,13.125
GRÀCIA,2022-04-29,NO,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,32.875
SARRIÀ - SANT GERVASI,2022-04-29,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,16.583333333333332
SANT MARTÍ,2022-04-29,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.791666666666664
GRÀCIA,2022-04-29,NOX,traffic,urban,GREEN_AREA_Q4,Low,Very unfavorable,116.79166666666667
EIXAMPLE,2022-04-29,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,31.083333333333332
SANT MARTÍ,2022-04-29,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,65.875
LES CORTS,2022-04-29,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,31.125
CIUTAT VELLA,2022-04-29,NO,background,urban,GREEN_AREA_Q3,Low,Good,17.763579347333334
LES CORTS,2022-04-29,NO,background,urban,GREEN_AREA_Q2,Low,Good,6.791666666666667
LES CORTS,2022-04-29,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,40.958333333333336
HORTA - GUINARDÓ,2022-04-29,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,4.041666666666667
NOU BARRIS - SANT ANDREU,2022-04-29,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,3.065921453125
LES CORTS,2022-04-29,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,9.333333333333334
GRÀCIA,2022-04-28,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,48.25
CIUTAT VELLA,2022-04-28,NO,background,urban,GREEN_AREA_Q3,Low,Good,4.375
SANTS - MONTJUÏC,2022-04-28,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,59.541666666666664
SARRIÀ - SANT GERVASI,2022-04-28,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,7.791666666666667
LES CORTS,2022-04-28,PM10,background,urban,GREEN_AREA_Q2,Low,Good,15.292639106060605
HORTA - GUINARDÓ,2022-04-28,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,3.875
CIUTAT VELLA,2022-04-28,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,33.375
SARRIÀ - SANT GERVASI,2022-04-28,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,6.583333333333333
SANT MARTÍ,2022-04-28,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,6.333333333333333
SARRIÀ - SANT GERVASI,2022-04-28,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,14.666666666666666
HORTA - GUINARDÓ,2022-04-28,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,270.8333333333333
GRÀCIA,2022-04-28,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,5.291666666666667
EIXAMPLE,2022-04-28,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,304.1666666666667
LES CORTS,2022-04-28,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,33.343775469696965
EIXAMPLE,2022-04-28,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Very unfavorable,104.125
SANTS - MONTJUÏC,2022-04-28,NO2,background,urban,GREEN_AREA_Q2,High,Regular,45.958333333333336
LES CORTS,2022-04-28,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.3359515083333333
GRÀCIA,2022-04-28,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,49.75
HORTA - GUINARDÓ,2022-04-28,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,37.791666666666664
GRÀCIA,2022-04-28,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,63.583333333333336
LES CORTS,2022-04-28,CO,background,urban,GREEN_AREA_Q2,Low,Good,878.1390083333332
SANTS - MONTJUÏC,2022-04-28,NO,background,urban,GREEN_AREA_Q2,High,Good,9.125
GRÀCIA,2022-04-28,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,9.208333333333334
EIXAMPLE,2022-04-28,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,61.25
HORTA - GUINARDÓ,2022-04-28,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.1666666666666667
LES CORTS,2022-04-28,O3,background,urban,GREEN_AREA_Q2,Low,Good,54.60157650833332
GRÀCIA,2022-04-28,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,283.3333333333333
GRÀCIA,2022-04-28,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,27.291666666666668
SARRIÀ - SANT GERVASI,2022-04-28,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,88.45833333333333
EIXAMPLE,2022-04-28,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,37.0
HORTA - GUINARDÓ,2022-04-28,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,61.583333333333336
CIUTAT VELLA,2022-04-28,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,39.583333333333336
EIXAMPLE,2022-04-28,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,40.166666666666664
CIUTAT VELLA,2022-04-28,O3,background,urban,GREEN_AREA_Q3,Low,Good,52.583333333333336
EIXAMPLE,2022-04-28,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,28.208333333333332
SARRIÀ - SANT GERVASI,2022-04-28,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.25
EIXAMPLE,2022-04-28,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.958333333333333
LES CORTS,2022-04-28,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,41.269911833333346
SANT MARTÍ,2022-04-28,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Regular,45.708333333333336
SANT MARTÍ,2022-04-28,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,35.958333333333336
LES CORTS,2022-04-28,NO,background,urban,GREEN_AREA_Q2,Low,Good,6.804002742424243
LES CORTS,2022-04-28,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,7.724457287878788
HORTA - GUINARDÓ,2022-04-28,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.291666666666664
CIUTAT VELLA,2022-04-27,NO,background,urban,GREEN_AREA_Q3,Low,Good,12.412778532371794
SANTS - MONTJUÏC,2022-04-27,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,83.58333333333333
GRÀCIA,2022-04-27,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,5.708333333333333
LES CORTS,2022-04-27,NOX,background,urban,GREEN_AREA_Q2,Low,Unfavorable,62.791666666666664
CIUTAT VELLA,2022-04-27,O3,background,urban,GREEN_AREA_Q3,Low,Good,30.083333333333332
GRÀCIA,2022-04-27,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,262.5
EIXAMPLE,2022-04-27,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,50.166666666666664
SARRIÀ - SANT GERVASI,2022-04-27,NO,background,suburban,GREEN_AREA_Q1,Low,Good,5.083333333333333
SANTS - MONTJUÏC,2022-04-27,NO2,background,urban,GREEN_AREA_Q2,High,Unfavorable,55.166666666666664
SANT MARTÍ,2022-04-27,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,53.125
EIXAMPLE,2022-04-27,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,72.125
SARRIÀ - SANT GERVASI,2022-04-27,NOX,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,24.583333333333332
SARRIÀ - SANT GERVASI,2022-04-27,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,12.875
NOU BARRIS - SANT ANDREU,2022-04-27,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,7.458333333333333
SARRIÀ - SANT GERVASI,2022-04-27,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,17.583333333333332
HORTA - GUINARDÓ,2022-04-27,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,275.0
NOU BARRIS - SANT ANDREU,2022-04-27,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Regular,46.5
LES CORTS,2022-04-27,CO,background,urban,GREEN_AREA_Q2,Low,Good,225.0
NOU BARRIS - SANT ANDREU,2022-04-27,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,58.5
GRÀCIA,2022-04-27,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,29.458333333333332
CIUTAT VELLA,2022-04-27,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,77.44643237852564
EIXAMPLE,2022-04-27,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,7.666666666666667
SANTS - MONTJUÏC,2022-04-27,NO,background,urban,GREEN_AREA_Q2,High,Good,18.833333333333332
GRÀCIA,2022-04-27,NO,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,26.083333333333332
GRÀCIA,2022-04-27,NOX,traffic,urban,GREEN_AREA_Q4,Low,Very unfavorable,106.66666666666667
HORTA - GUINARDÓ,2022-04-27,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,7.625
GRÀCIA,2022-04-27,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,22.916666666666668
LES CORTS,2022-04-27,O3,background,urban,GREEN_AREA_Q2,Low,Good,49.583333333333336
EIXAMPLE,2022-04-27,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.666666666666668
GRÀCIA,2022-04-27,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,66.79166666666667
SANT MARTÍ,2022-04-27,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,22.67345555625
HORTA - GUINARDÓ,2022-04-27,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,18.95963353859649
SANT MARTÍ,2022-04-27,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,11.208333333333334
HORTA - GUINARDÓ,2022-04-27,NOX,background,urban,GREEN_AREA_Q1,Moderate,Unfavorable,53.5
HORTA - GUINARDÓ,2022-04-27,NO2,background,urban,GREEN_AREA_Q1,Moderate,Regular,42.291666666666664
LES CORTS,2022-04-27,NO2,background,urban,GREEN_AREA_Q2,Low,Regular,42.416666666666664
EIXAMPLE,2022-04-27,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,412.5
SANT MARTÍ,2022-04-27,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,69.875
EIXAMPLE,2022-04-27,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Very unfavorable,148.70833333333334
EIXAMPLE,2022-04-27,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,29.625
LES CORTS,2022-04-27,PM10,background,urban,GREEN_AREA_Q2,Low,Good,14.25
CIUTAT VELLA,2022-04-27,NO2,background,urban,GREEN_AREA_Q3,Low,Unfavorable,59.27335545544872
HORTA - GUINARDÓ,2022-04-27,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,56.708333333333336
LES CORTS,2022-04-27,NO,background,urban,GREEN_AREA_Q2,Low,Good,13.708333333333334
LES CORTS,2022-04-27,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,6.416666666666667
LES CORTS,2022-04-27,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.2083333333333335
SARRIÀ - SANT GERVASI,2022-04-27,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,80.125
HORTA - GUINARDÓ,2022-04-27,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.5416666666666667
EIXAMPLE,2022-04-26,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.583333333333332
EIXAMPLE,2022-04-26,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,55.833333333333336
EIXAMPLE,2022-04-26,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,91.875
EIXAMPLE,2022-04-26,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.75
NOU BARRIS - SANT ANDREU,2022-04-26,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Regular,41.666666666666664
SANTS - MONTJUÏC,2022-04-26,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,39.208333333333336
SARRIÀ - SANT GERVASI,2022-04-26,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,86.25
SARRIÀ - SANT GERVASI,2022-04-26,NO,background,suburban,GREEN_AREA_Q1,Low,Good,2.2916666666666665
SANT MARTÍ,2022-04-26,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,73.875
GRÀCIA,2022-04-26,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,38.083333333333336
LES CORTS,2022-04-26,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,32.583333333333336
LES CORTS,2022-04-26,PM10,background,urban,GREEN_AREA_Q2,Low,Good,10.416666666666666
CIUTAT VELLA,2022-04-26,O3,background,urban,GREEN_AREA_Q3,Low,Good,31.667586224679486
GRÀCIA,2022-04-26,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,52.916666666666664
LES CORTS,2022-04-26,NO,background,urban,GREEN_AREA_Q2,Low,Good,7.458333333333333
SANT MARTÍ,2022-04-26,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,25.541666666666668
GRÀCIA,2022-04-26,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,81.16666666666667
LES CORTS,2022-04-26,CO,background,urban,GREEN_AREA_Q2,Low,Good,225.0
EIXAMPLE,2022-04-26,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,29.75
LES CORTS,2022-04-26,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.7916666666666667
HORTA - GUINARDÓ,2022-04-26,NO2,background,urban,GREEN_AREA_Q1,Moderate,Regular,40.291666666666664
HORTA - GUINARDÓ,2022-04-26,NOX,background,urban,GREEN_AREA_Q1,Moderate,Unfavorable,60.541666666666664
SANT MARTÍ,2022-04-26,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,15.25
GRÀCIA,2022-04-26,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,22.708333333333332
LES CORTS,2022-04-26,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,6.125
HORTA - GUINARDÓ,2022-04-26,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,13.375
CIUTAT VELLA,2022-04-26,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,76.82550950946968
GRÀCIA,2022-04-26,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,258.3333333333333
NOU BARRIS - SANT ANDREU,2022-04-26,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,9.791666666666666
LES CORTS,2022-04-26,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,43.375
GRÀCIA,2022-04-26,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,5.625
SANT MARTÍ,2022-04-26,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,50.875
EIXAMPLE,2022-04-26,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,304.1666666666667
LES CORTS,2022-04-26,O3,background,urban,GREEN_AREA_Q2,Low,Good,51.5
GRÀCIA,2022-04-26,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,18.583333333333332
HORTA - GUINARDÓ,2022-04-26,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.2916666666666667
EIXAMPLE,2022-04-26,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,37.166666666666664
SANTS - MONTJUÏC,2022-04-26,NO,background,urban,GREEN_AREA_Q2,High,Good,7.875
NOU BARRIS - SANT ANDREU,2022-04-26,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,57.0
SARRIÀ - SANT GERVASI,2022-04-26,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,11.541666666666666
SANTS - MONTJUÏC,2022-04-26,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,51.25
SARRIÀ - SANT GERVASI,2022-04-26,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,9.25
SARRIÀ - SANT GERVASI,2022-04-26,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,8.708333333333334
CIUTAT VELLA,2022-04-26,NO2,background,urban,GREEN_AREA_Q3,Low,Unfavorable,51.46187314583332
HORTA - GUINARDÓ,2022-04-26,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,320.8333333333333
HORTA - GUINARDÓ,2022-04-26,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,18.25
CIUTAT VELLA,2022-04-26,NO,background,urban,GREEN_AREA_Q3,Low,Good,17.302782236742424
HORTA - GUINARDÓ,2022-04-26,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,53.166666666666664
HORTA - GUINARDÓ,2022-04-25,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0416666666666667
SARRIÀ - SANT GERVASI,2022-04-25,O3,background,suburban,GREEN_AREA_Q1,Low,Very unfavorable,91.05296515208333
EIXAMPLE,2022-04-25,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,45.791666666666664
GRÀCIA,2022-04-25,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,34.458333333333336
SARRIÀ - SANT GERVASI,2022-04-25,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,18.584370767156866
GRÀCIA,2022-04-25,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,45.583333333333336
GRÀCIA,2022-04-25,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,5.166666666666667
EIXAMPLE,2022-04-25,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,17.125
LES CORTS,2022-04-25,PM10,background,urban,GREEN_AREA_Q2,Low,Good,10.208333333333334
NOU BARRIS - SANT ANDREU,2022-04-25,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,6.791666666666667
EIXAMPLE,2022-04-25,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,51.041666666666664
EIXAMPLE,2022-04-25,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,71.75
GRÀCIA,2022-04-25,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,7.375
HORTA - GUINARDÓ,2022-04-25,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.041666666666668
SARRIÀ - SANT GERVASI,2022-04-25,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,21.080639584114582
CIUTAT VELLA,2022-04-25,NO,background,urban,GREEN_AREA_Q3,Low,Good,6.558579347333333
HORTA - GUINARDÓ,2022-04-25,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,2.2916666666666665
SANTS - MONTJUÏC,2022-04-25,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,30.791666666666668
LES CORTS,2022-04-25,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.5416666666666667
CIUTAT VELLA,2022-04-25,NOX,background,urban,GREEN_AREA_Q3,Low,Regular,45.933579347333335
EIXAMPLE,2022-04-25,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.666666666666668
SANT MARTÍ,2022-04-25,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,32.708333333333336
LES CORTS,2022-04-25,NO,background,urban,GREEN_AREA_Q2,Low,Good,3.4583333333333335
GRÀCIA,2022-04-25,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,19.833333333333332
LES CORTS,2022-04-25,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,24.041666666666668
NOU BARRIS - SANT ANDREU,2022-04-25,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,27.958333333333332
LES CORTS,2022-04-25,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,6.083333333333333
HORTA - GUINARDÓ,2022-04-25,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,225.0
CIUTAT VELLA,2022-04-25,O3,background,urban,GREEN_AREA_Q3,Low,Good,45.17082466811595
SANTS - MONTJUÏC,2022-04-25,NO,background,urban,GREEN_AREA_Q2,High,Good,3.5
SARRIÀ - SANT GERVASI,2022-04-25,NO,background,suburban,GREEN_AREA_Q1,Low,Good,12.628488414215688
HORTA - GUINARDÓ,2022-04-25,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,12.75
GRÀCIA,2022-04-25,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,204.16666666666666
HORTA - GUINARDÓ,2022-04-25,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,68.29166666666667
EIXAMPLE,2022-04-25,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.166666666666667
EIXAMPLE,2022-04-25,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,337.5
SARRIÀ - SANT GERVASI,2022-04-25,NOX,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,20.437311943627453
HORTA - GUINARDÓ,2022-04-25,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,19.958333333333332
CIUTAT VELLA,2022-04-25,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,36.30357934733333
SANT MARTÍ,2022-04-25,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,6.291666666666667
LES CORTS,2022-04-25,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,28.833333333333332
SANTS - MONTJUÏC,2022-04-25,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,26.041666666666668
GRÀCIA,2022-04-25,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,55.833333333333336
SANT MARTÍ,2022-04-25,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,18.958333333333332
LES CORTS,2022-04-25,CO,background,urban,GREEN_AREA_Q2,Low,Good,216.66666666666666
NOU BARRIS - SANT ANDREU,2022-04-25,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,38.166666666666664
LES CORTS,2022-04-25,O3,background,urban,GREEN_AREA_Q2,Low,Good,59.75
SANT MARTÍ,2022-04-25,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Regular,41.958333333333336
SANTS - MONTJUÏC,2022-04-24,NO,background,urban,GREEN_AREA_Q2,High,Good,1.125
GRÀCIA,2022-04-24,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,3.0833333333333335
HORTA - GUINARDÓ,2022-04-24,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.125
EIXAMPLE,2022-04-24,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.822979350641025
HORTA - GUINARDÓ,2022-04-24,O3,background,urban,GREEN_AREA_Q1,Moderate,Regular,74.45833333333333
HORTA - GUINARDÓ,2022-04-24,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0833333333333333
SANT MARTÍ,2022-04-24,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,13.133376984375
EIXAMPLE,2022-04-24,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,65.5
HORTA - GUINARDÓ,2022-04-24,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,204.16666666666666
GRÀCIA,2022-04-24,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,11.666666666666666
GRÀCIA,2022-04-24,NOX,traffic,urban,GREEN_AREA_Q4,Low,Good,17.583333333333332
CIUTAT VELLA,2022-04-24,O3,background,urban,GREEN_AREA_Q3,Low,Regular,72.91666666666667
GRÀCIA,2022-04-24,O3,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,67.83333333333333
HORTA - GUINARDÓ,2022-04-24,NOX,background,urban,GREEN_AREA_Q1,Moderate,Good,10.458333333333334
CIUTAT VELLA,2022-04-24,NOX,background,urban,GREEN_AREA_Q3,Low,Good,16.5
EIXAMPLE,2022-04-24,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Good,17.0
LES CORTS,2022-04-24,NOX,background,urban,GREEN_AREA_Q2,Low,Good,8.291666666666666
EIXAMPLE,2022-04-24,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,27.154710119871794
LES CORTS,2022-04-24,NO2,background,urban,GREEN_AREA_Q2,Low,Good,7.958333333333333
LES CORTS,2022-04-24,O3,background,urban,GREEN_AREA_Q2,Low,Regular,74.20833333333333
EIXAMPLE,2022-04-24,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,18.673940889102564
NOU BARRIS - SANT ANDREU,2022-04-24,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Good,10.541666666666666
EIXAMPLE,2022-04-24,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,4.0
SANT MARTÍ,2022-04-24,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Good,11.25
SANT MARTÍ,2022-04-24,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Good,13.25
SANTS - MONTJUÏC,2022-04-24,NOX,background,urban,GREEN_AREA_Q2,High,Good,9.333333333333334
NOU BARRIS - SANT ANDREU,2022-04-24,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Good,11.25
SANT MARTÍ,2022-04-24,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,1.625
SANTS - MONTJUÏC,2022-04-24,NO2,background,urban,GREEN_AREA_Q2,High,Good,8.083333333333334
